"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"2013","Podstawowa opieka zdrowotna","2916","","","","","","","","",""
"2014","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","4414","","","","","","","","",""
"2014","Podstawowa opieka zdrowotna","3108","","","","","","","","",""
"2015","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","4707","","","","","","","","",""
"2015","Podstawowa opieka zdrowotna","3181","","","","","","","","",""
"2016","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","4897","","","","","","","","",""
"2016","Podstawowa opieka zdrowotna","3378","","","","","","","","",""
"2017","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","5463","","","","","","","","",""
"2017","Podstawowa opieka zdrowotna","3566","","","","","","","","",""
"2018","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","6729","","","","","","","","",""
"2018","Podstawowa opieka zdrowotna","4371","","","","","","","","",""
"2019","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","7670","","","","","","","","",""
"2019","Podstawowa opieka zdrowotna","5306","","","","","","","","",""
"2020","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","7655","","","","","","","","",""
"2020","Podstawowa opieka zdrowotna","4759","","","","","","","","",""
"2021","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","12150","","","","","","","","",""
"2021","Podstawowa opieka zdrowotna","7703","","","","","","","","",""
"2022","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","15870","","","","","","","","",""
"2022","Podstawowa opieka zdrowotna","10490","","","","","","","","",""
"2023","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","15554","","","","","","","","",""
"2023","Podstawowa opieka zdrowotna","11426","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.4: Liczba pacjentów, którym udzielono świadczenia z rozpoznaniem głównym depresji (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10) wg najczęstszych rodzajów świadczeń—dorośli (2013–2023)","","","","","","","","","","",""
"Rok","Rodzaj świadczeń","Liczba pacjentów","","","","","","","","",""
"2013","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","294298","","","","","","","","",""
"2013","Podstawowa opieka zdrowotna","263171","","","","","","","","",""
"2014","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","293696","","","","","","","","",""
"2014","Podstawowa opieka zdrowotna","257802","","","","","","","","",""
"2015","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","291456","","","","","","","","",""
"2015","Podstawowa opieka zdrowotna","252786","","","","","","","","",""
"2016","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","287712","","","","","","","","",""
"2016","Podstawowa opieka zdrowotna","250337","","","","","","","","",""
"2017","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","282062","","","","","","","","",""
"2017","Podstawowa opieka zdrowotna","243842","","","","","","","","",""
"2018","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","277206","","","","","","","","",""
"2018","Podstawowa opieka zdrowotna","235933","","","","","","","","",""
"2019","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","270180","","","","","","","","",""
"2019","Podstawowa opieka zdrowotna","247823","","","","","","","","",""
"2020","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","256558","","","","","","","","",""
"2020","Podstawowa opieka zdrowotna","230288","","","","","","","","",""
"2021","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","262500","","","","","","","","",""
"2021","Podstawowa opieka zdrowotna","242157","","","","","","","","",""
"2022","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","273825","","","","","","","","",""
"2022","Podstawowa opieka zdrowotna","258060","","","","","","","","",""
"2023","Opieka psychiatryczna i leczenie uzależnień + pilotaż CZP + program oddziaływań terapeutycznych","291140","","","","","","","","",""
"2023","Podstawowa opieka zdrowotna","278376","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.3: Pacjenci, którym udzielono świadczenia w podstawowej opiece zdrowotnej w związku z depresją—F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10 (2013–2023)","","","","","","","","","","",""
"Rok","Liczba pacjentów, którym udzielono świadczenia z rozpoznaniem głównym depresji (tys.)","Liczba pacjentów, którym udzielono świadczenia z rozpoznaniem głównym Z76 i wystawiono receptę na leki przeciwdepresyjne (tys.)","Liczba pacjentów, którym udzielono świadczenia z rozpoznaniem głównym Z76 i wystawiono receptę na leki przeciwdepresyjne z powodu depresji* (tys.)","","","","","","","",""
"2013","266.08999999999997","49.7","19.899999999999999","","","","","","","",""
"2014","260.91000000000003","76","28.8","","","","","","","",""
"2015","255.97","109.1","39.4","","","","","","","",""
"2016","253.72","145.69999999999999","50.6","","","","","","","",""
"2017","247.41","179.8","61.1","","","","","","","",""
"2018","240.25","211.9","70.3","","","","","","","",""
"2019","252.94","246.3","79.900000000000006","","","","","","","",""
"2020","234.93","288.39999999999998","95.3","","","","","","","",""
"2021","249.78","272.10000000000002","88.6","","","","","","","",""
"2022","268.56","267.10000000000002","86.1","","","","","","","",""
"2023","289.8","266.5","85.3","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"*z uwagi na brak informacji o wskazaniach refundacyjnych jest to informacja o recepcie wystawionej na refundowane leki przeciwdepresyjne (N06A wg ATC) przemnożona przez udział świadczeń z rozpoznaniem głównym depresji wśród świadczeń w poradniach psychiatrycznych, na których wystawionono receptę na refundowane i następnie wykupione leki przeciwdepresyjne.","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.4: Liczba pacjentów, którym udzielono świadczenia z rozpoznaniem głównym depresji (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10) wg form opieki (2013–2023)","","","","","","","","","","",""
"Rok","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień (tys.)","Oddziały psychiatryczne (szpitalne) (tys.)","SOR/IP/ZRM (tys.)","Oddziały dzienne (tys.)","ZLŚ (tys.)","","","","","",""
"2013","282.3","18.8","13.6","4.9000000000000004","4","","","","","",""
"2014","281.60000000000002","18.8","14.2","5.2","4.4000000000000004","","","","","",""
"2015","279.10000000000002","18.7","13.9","5.2","5","","","","","",""
"2016","274.60000000000002","18.2","14.7","5.3","5.5","","","","","",""
"2017","269.2","18.3","14.3","5.2","5.9","","","","","",""
"2018","264.89999999999998","18.2","13.8","5.3","6.5","","","","","",""
"2019","259.39999999999998","17.7","13.6","5.5","6.1","","","","","",""
"2020","248.3","13.7","11.8","4.0999999999999996","7","","","","","",""
"2021","256.7","15","13.3","4.7","7.1","","","","","",""
"2022","269.8","17.2","15.2","5.7","7.3","","","","","",""
"2023","286","17.600000000000001","16.100000000000001","6.3","8.3000000000000007","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Poradnie psychologiczne, psychiatryczne i leczenia uzależnień—komórki o kodach resortowych rozpoczynających się od „17”","","","","","","","","","","",""
"Oddziały dzienne—komórki o kodach resortowych rozpoczynających się od „270”,","","","","","","","","","","",""
"Zespoły leczenia środowiskowego (ZLŚ)—komórki o kodach resortowych rozpoczynających się od „273”,","","","","","","","","","","",""
"Oddziały psychiatryczne (szpitalne) —komórki o kodach resortowych rozpoczynających się od „47”,","","","","","","","","","","",""
"Szpitalne oddziały ratunkowe/Izby Przyjęć/Zespół Ratownictwa Medycznego (SOR/IP/ZRM)—komórki o kodach resortowych 4900, 4901, 4902, 4903, 3300, 3301, 3112, 3114","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.5: Świadczenia udzielone w podstawowej opiece zdrowotnej w związku z depresją— F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10 (2013–2023)","","","","","","","","","","",""
"Rok","Liczba świadczeń z rozpoznaniem głównym depresji (tys.)","Liczba świadczeń z rozpoznaniem głównym Z76 i wystawioną receptą na leki przeciwdepresyjne (tys.)","Liczba świadczeń z rozpoznaniem głównym Z76 i wystawioną receptą na leki przeciwdepresyjne z powodu depresji* (tys.)","","","","","","","",""
"2013","520.57000000000005","103.8","40.799999999999997","","","","","","","",""
"2014","503.15","171.1","63.8","","","","","","","",""
"2015","475.92","257.60000000000002","91.7","","","","","","","",""
"2016","462.9","361","124.4","","","","","","","",""
"2017","440.73","464.6","156","","","","","","","",""
"2018","415.15","552.29999999999995","181.3","","","","","","","",""
"2019","429.86","648.6","208.5","","","","","","","",""
"2020","404.21","739.9","243.3","","","","","","","",""
"2021","416.26","680.2","221.7","","","","","","","",""
"2022","445.17","662.3","214.6","","","","","","","",""
"2023","476.84","645.5","208.7","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"*z uwagi na brak informacji o wskazaniach refundacyjnych jest to informacja o recepcie wystawionej na refundowane leki przeciwdepresyjne (N06A wg ATC) przemnożona przez udział świadczeń z rozpoznaniem głównym depresji wśród świadczeń w poradniach psychiatrycznych, na których wystawionono receptę na refundowane i następnie wykupione leki przeciwdepresyjne.","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.5: Zmiana procentowa liczby świadczeń w POZ, SOR/IP/ZRM i świadczeń w POZ z rozpoznaniem głównym Z76 i wystawioną receptą na leki przeciwdepresyjne z powodu depresji (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10) w porównaniu do 2013 r.","","","","","","","","","","",""
"Rok","Rodzaj świadczeń","Zmiana procentowa (%)","","","","","","","","",""
"2014","POZ","-3.3000000000000002E-2","","","","","","","","",""
"2014","SOR/IP/ZRM","4.2000000000000003E-2","","","","","","","","",""
"2015","POZ","-8.5000000000000006E-2","","","","","","","","",""
"2015","SOR/IP/ZRM","2.1999999999999999E-2","","","","","","","","",""
"2016","POZ","-0.11","","","","","","","","",""
"2016","SOR/IP/ZRM","8.3000000000000004E-2","","","","","","","","",""
"2017","POZ","-0.152","","","","","","","","",""
"2017","SOR/IP/ZRM","5.1999999999999998E-2","","","","","","","","",""
"2018","POZ","-0.2","","","","","","","","",""
"2018","SOR/IP/ZRM","1.4E-2","","","","","","","","",""
"2019","POZ","-0.17199999999999999","","","","","","","","",""
"2019","SOR/IP/ZRM","0.01","","","","","","","","",""
"2020","POZ","-0.221","","","","","","","","",""
"2020","SOR/IP/ZRM","-0.11899999999999999","","","","","","","","",""
"2021","POZ","-0.19700000000000001","","","","","","","","",""
"2021","SOR/IP/ZRM","5.0000000000000001E-3","","","","","","","","",""
"2022","POZ","-0.14199999999999999","","","","","","","","",""
"2022","SOR/IP/ZRM","0.13200000000000001","","","","","","","","",""
"2023","POZ","-8.2000000000000003E-2","","","","","","","","",""
"2023","SOR/IP/ZRM","0.193","","","","","","","","",""
"2014","POZ - recepty","0.56399999999999995","","","","","","","","",""
"2015","POZ - recepty","1.248","","","","","","","","",""
"2016","POZ - recepty","2.0489999999999999","","","","","","","","",""
"2017","POZ - recepty","2.8239999999999998","","","","","","","","",""
"2018","POZ - recepty","3.444","","","","","","","","",""
"2019","POZ - recepty","4.1100000000000003","","","","","","","","",""
"2020","POZ - recepty","4.9630000000000001","","","","","","","","",""
"2021","POZ - recepty","4.4340000000000002","","","","","","","","",""
"2022","POZ - recepty","4.26","","","","","","","","",""
"2023","POZ - recepty","4.1150000000000002","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"*świadczenia udzielone w POZ z rozpoznaniem głównym Z76 i wystawioną receptą na refundowane leki przeciwdepresyjne skorygowane o odsetek świadczeń z depresją (z uwagi na brak informacji o wskazaniach refundacyjnych jest to informacja o recepcie wystawionej na refundowane leki przeciwdepresyjne (N06A wg ATC) przemnożona przez udział świadczeń z rozpoznaniem głównym depresji wśród świadczeń w poradniach psychiatrycznych, na których wystawionono receptę na refundowane i następnie wykupione leki przeciwdepresyjne).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.6: Świadczenia udzielone  z rozpoznaniem głównym depresji (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10) wg form opieki (2013–2023)","","","","","","","","","","",""
"Rok","Poradnie psychiatryczne – liczba świadczeń (tys.)","Oddziały psychiatryczne (szpitalne) – liczba hospitalizacji (tys.)","Oddziały psychiatryczne (szpitalne) – liczba osobodni (tys.)","Oddziały dzienne – liczba osobodni (tys.)","ZLŚ – liczba osobodni (tys.)","SOR/IP/ZRM – liczba świadczeń (tys.)","","","","",""
"2013","1120.3","22.5","835.5","218.8","34.200000000000003","15.2","","","","",""
"2014","1136.2","22.4","835.4","232.4","38.799999999999997","15.8","","","","",""
"2015","1132.4000000000001","22.4","838.3","240.9","43.6","15.5","","","","",""
"2016","1122","21.9","830.4","250.6","49.4","16.399999999999999","","","","",""
"2017","1092.5","22.1","844.8","244.8","50","16","","","","",""
"2018","1059.4000000000001","22","845.7","253.5","51.8","15.4","","","","",""
"2019","1061.0999999999999","21.2","802.7","261.60000000000002","52.9","15.3","","","","",""
"2020","1112.8","16.100000000000001","576.4","181.6","63.9","13.4","","","","",""
"2021","1190.0999999999999","17.8","624.1","231.8","67.7","15.2","","","","",""
"2022","1235.3","20.2","707.3","279.2","68.900000000000006","17.2","","","","",""
"2023","1332.4","20.3","808.2","316.10000000000002","79.099999999999994","18.100000000000001","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Poradnie psychologiczne, psychiatryczne i leczenia uzależnień—komórki o kodach resortowych rozpoczynających się od „17”","","","","","","","","","","",""
"Oddziały dzienne—komórki o kodach resortowych rozpoczynających się od „270”,","","","","","","","","","","",""
"Zespoły leczenia środowiskowego (ZLŚ)—komórki o kodach resortowych rozpoczynających się od „273”,","","","","","","","","","","",""
"Oddziały psychiatryczne (szpitalne) —komórki o kodach resortowych rozpoczynających się od „47”,","","","","","","","","","","",""
"Szpitalne oddziały ratunkowe/Izby Przyjęć/Zespół Ratownictwa Medycznego (SOR/IP/ZRM)—komórki o kodach resortowych 4900, 4901, 4902, 4903, 3300, 3301, 3112, 3114","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.6: Zmiana procentowa liczby świadczeń w poradniach psychiatrycznych oraz osobodni na psychiatrycznych oddziałach szpitalnych, oddziałach dziennych oraz ZLŚ w odniesieniu do 2013 r. udzielonych  z rozpoznaniem głównym depresji (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10)","","","","","","","","","","",""
"Rok","Rodzaj świadczeń","Zmiana procentowa (%)","","","","","","","","",""
"2014","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień","1.4E-2","","","","","","","","",""
"2014","Oddziały psychiatryczne (szpitalne)","0","","","","","","","","",""
"2014","Oddziały dzienne","6.2E-2","","","","","","","","",""
"2014","ZLŚ","0.13200000000000001","","","","","","","","",""
"2015","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień","1.0999999999999999E-2","","","","","","","","",""
"2015","Oddziały psychiatryczne (szpitalne)","3.0000000000000001E-3","","","","","","","","",""
"2015","Oddziały dzienne","0.10100000000000001","","","","","","","","",""
"2015","ZLŚ","0.27300000000000002","","","","","","","","",""
"2016","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień","1E-3","","","","","","","","",""
"2016","Oddziały psychiatryczne (szpitalne)","-6.0000000000000001E-3","","","","","","","","",""
"2016","Oddziały dzienne","0.14599999999999999","","","","","","","","",""
"2016","ZLŚ","0.443","","","","","","","","",""
"2017","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień","-2.5000000000000001E-2","","","","","","","","",""
"2017","Oddziały psychiatryczne (szpitalne)","1.0999999999999999E-2","","","","","","","","",""
"2017","Oddziały dzienne","0.11899999999999999","","","","","","","","",""
"2017","ZLŚ","0.46","","","","","","","","",""
"2018","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień","-5.3999999999999999E-2","","","","","","","","",""
"2018","Oddziały psychiatryczne (szpitalne)","1.2E-2","","","","","","","","",""
"2018","Oddziały dzienne","0.159","","","","","","","","",""
"2018","ZLŚ","0.51400000000000001","","","","","","","","",""
"2019","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień","-5.2999999999999999E-2","","","","","","","","",""
"2019","Oddziały psychiatryczne (szpitalne)","-3.9E-2","","","","","","","","",""
"2019","Oddziały dzienne","0.19600000000000001","","","","","","","","",""
"2019","ZLŚ","0.54400000000000004","","","","","","","","",""
"2020","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień","-7.0000000000000001E-3","","","","","","","","",""
"2020","Oddziały psychiatryczne (szpitalne)","-0.31","","","","","","","","",""
"2020","Oddziały dzienne","-0.17","","","","","","","","",""
"2020","ZLŚ","0.86599999999999999","","","","","","","","",""
"2021","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień","6.2E-2","","","","","","","","",""
"2021","Oddziały psychiatryczne (szpitalne)","-0.253","","","","","","","","",""
"2021","Oddziały dzienne","0.06","","","","","","","","",""
"2021","ZLŚ","0.97799999999999998","","","","","","","","",""
"2022","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień","0.10299999999999999","","","","","","","","",""
"2022","Oddziały psychiatryczne (szpitalne)","-0.153","","","","","","","","",""
"2022","Oddziały dzienne","0.27700000000000002","","","","","","","","",""
"2022","ZLŚ","1.012","","","","","","","","",""
"2023","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień","0.189","","","","","","","","",""
"2023","Oddziały psychiatryczne (szpitalne)","-3.3000000000000002E-2","","","","","","","","",""
"2023","Oddziały dzienne","0.44500000000000001","","","","","","","","",""
"2023","ZLŚ","1.3089999999999999","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Poradnie psychologiczne, psychiatryczne i leczenia uzależnień—komórki o kodach resortowych rozpoczynających się od „17”","","","","","","","","","","",""
"Oddziały dzienne—komórki o kodach resortowych rozpoczynających się od „270”,","","","","","","","","","","",""
"Zespoły leczenia środowiskowego (ZLŚ)—komórki o kodach resortowych rozpoczynających się od „273”,","","","","","","","","","","",""
"Oddziały psychiatryczne (szpitalne) —komórki o kodach resortowych rozpoczynających się od „47”,","","","","","","","","","","",""
"Szpitalne oddziały ratunkowe/Izby Przyjęć/Zespół Ratownictwa Medycznego (SOR/IP/ZRM)—komórki o kodach resortowych 4900, 4901, 4902, 4903, 3300, 3301, 3112, 3114","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.7: Świadczenia udzielone z rozpoznaniem głównym depresji (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10) w poradniach psychiatrycznych (2013–2023)","","","","","","","","","","",""
"Rok","Liczba świadczeń (tys.)","% porad lekarskich","% porad psychologicznych","% psychoterapii","","","","","","",""
"2013","1120.3","0.82399999999999995","9.4E-2","7.9000000000000001E-2","","","","","","",""
"2014","1136.2","0.81599999999999995","9.4E-2","8.6999999999999994E-2","","","","","","",""
"2015","1132.4000000000001","0.80700000000000005","9.7000000000000003E-2","9.2999999999999999E-2","","","","","","",""
"2016","1122","0.79800000000000004","9.9000000000000005E-2","0.1","","","","","","",""
"2017","1092.5","0.78900000000000003","9.8000000000000004E-2","0.11","","","","","","",""
"2018","1059.4000000000001","0.77700000000000002","9.8000000000000004E-2","0.122","","","","","","",""
"2019","1061.0999999999999","0.752","0.106","0.13800000000000001","","","","","","",""
"2020","1112.8","0.73499999999999999","0.11899999999999999","0.14299999999999999","","","","","","",""
"2021","1190.0999999999999","0.70199999999999996","0.13100000000000001","0.16","","","","","","",""
"2022","1235.3","0.67500000000000004","0.14099999999999999","0.17199999999999999","","","","","","",""
"2023","1332.2","0.64500000000000002","0.155","0.188","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.8: Struktura porad lekarskich udzielonych w poradniach psychiatrycznych z rozpoznaniem głównym depresji—F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10 (2013–2023)","","","","","","","","","","",""
"Rok","Liczba świadczeń (tys.)","% porad terapeutycznych","% porad kontrolnych","% porad diagnostycznych","","","","","","",""
"2013","922.9","0.52500000000000002","0.38100000000000001","9.4E-2","","","","","","",""
"2014","926.9","0.54100000000000004","0.37","8.8999999999999996E-2","","","","","","",""
"2015","914.2","0.56399999999999995","0.34899999999999998","8.6999999999999994E-2","","","","","","",""
"2016","895.7","0.57999999999999996","0.33600000000000002","8.4000000000000005E-2","","","","","","",""
"2017","861.6","0.59099999999999997","0.32300000000000001","8.5999999999999993E-2","","","","","","",""
"2018","823","0.60099999999999998","0.30599999999999999","9.2999999999999999E-2","","","","","","",""
"2019","797.6","0.61099999999999999","0.28299999999999997","0.106","","","","","","",""
"2020","817.5","0.628","0.28599999999999998","8.5999999999999993E-2","","","","","","",""
"2021","835.6","0.64700000000000002","0.253","0.1","","","","","","",""
"2022","834.2","0.65200000000000002","0.23499999999999999","0.114","","","","","","",""
"2023","859.6","0.65","0.22600000000000001","0.124","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.9: Odsetek pacjentów korzystających z rozpoznaniem głównym (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10) z poszczególnych form leczenia (2013–2023)","","","","","","","","","","",""
"Rok","POZ","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień","Oddziały psychiatryczne (szpitalne)","SOR/IP/ZRM","Oddziały dzielnie","ZLŚ","","","","",""
"2013","0.48799999999999999","0.52","3.5000000000000003E-2","2.5000000000000001E-2","8.9999999999999993E-3","7.0000000000000001E-3","","","","",""
"2014","0.48199999999999998","0.52300000000000002","3.5000000000000003E-2","2.5999999999999999E-2","0.01","8.0000000000000002E-3","","","","",""
"2015","0.47799999999999998","0.52400000000000002","3.5000000000000003E-2","2.5999999999999999E-2","0.01","8.9999999999999993E-3","","","","",""
"2016","0.47899999999999998","0.52100000000000002","3.5000000000000003E-2","2.8000000000000001E-2","0.01","0.01","","","","",""
"2017","0.47699999999999998","0.52100000000000002","3.5000000000000003E-2","2.8000000000000001E-2","0.01","1.0999999999999999E-2","","","","",""
"2018","0.47499999999999998","0.52400000000000002","3.5999999999999997E-2","2.7E-2","1.0999999999999999E-2","1.2999999999999999E-2","","","","",""
"2019","0.495","0.50800000000000001","3.5000000000000003E-2","2.7E-2","1.0999999999999999E-2","1.2E-2","","","","",""
"2020","0.48499999999999999","0.51300000000000001","2.8000000000000001E-2","2.4E-2","8.9999999999999993E-3","1.4999999999999999E-2","","","","",""
"2021","0.49199999999999999","0.50600000000000001","0.03","2.5999999999999999E-2","8.9999999999999993E-3","1.4E-2","","","","",""
"2022","0.499","0.502","3.2000000000000001E-2","2.8000000000000001E-2","1.0999999999999999E-2","1.2999999999999999E-2","","","","",""
"2023","0.50700000000000001","0.5","3.1E-2","2.8000000000000001E-2","1.0999999999999999E-2","1.4999999999999999E-2","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Poradnie psychologiczne, psychiatryczne i leczenia uzależnień—komórki o kodach resortowych rozpoczynających się od „17”","","","","","","","","","","",""
"Oddziały dzienne—komórki o kodach resortowych rozpoczynających się od „270”,","","","","","","","","","","",""
"Zespoły leczenia środowiskowego (ZLŚ)—komórki o kodach resortowych rozpoczynających się od „273”,","","","","","","","","","","",""
"Oddziały psychiatryczne (szpitalne) —komórki o kodach resortowych rozpoczynających się od „47”,","","","","","","","","","","",""
"Szpitalne oddziały ratunkowe/Izby Przyjęć/Zespół Ratownictwa Medycznego (SOR/IP/ZRM)—komórki o kodach resortowych 4900, 4901, 4902, 4903, 3300, 3301, 3112, 3114","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.7: Liczba i udział pacjentów, którym udzielono świadczenie w POZ, opiece psychiatrycznej i leczeniu uzależnień lub pilotażu CZP z rozpoznaniem głównym depresji—F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10 (2023)","","","","","","","","","","",""
"Rodzaj świadczeń","Liczba pacjentów","","","","","","","","","",""
"wyłącznie: opieka psychiatryczna lub pilotaż CZP lub program oddziaływań terapeutycznych","267249","","","","","","","","","",""
"wyłącznie: podstawowa opieka zdrowotna","250357","","","","","","","","","",""
"podstawowa opieka zdrowotna ORAZ opieka psychiatryczna lub pilotaż CZP lub program oddziaływań terapeutycznych","39445","","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.8: Kombinacje korzystania z form opieki w latach 2013–2023 przez pacjentów, którym w 2023 r. udzielono świadczenia z rozpoznaniem głównym depresji (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10)","","","","","","","","","","",""
"Podstawowa opieka zdrowotna","Poradnie psychologiczne, psychiatryczne i leczenia uzależnień","Oddziały psychiatryczne (szpitalne)","Liczba pacjentów","Odsetek pacjentów","","","","","","",""
"TAK","TAK","NIE","118377","0.21","","","","","","",""
"NIE","TAK","NIE","174318","0.31","","","","","","",""
"TAK","NIE","NIE","219833","0.38","","","","","","",""
"TAK","TAK","TAK","20827","0.04","","","","","","",""
"TAK","NIE","TAK","6232","0.01","","","","","","",""
"NIE","NIE","NIE","15685","0.03","","","","","","",""
"NIE","TAK","TAK","11197","0.02","","","","","","",""
"NIE","NIE","TAK","5034","0.01","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.10: Wartość refundacji świadczeń udzielonych z rozpoznaniem głównym depresji (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10, rozpoznanie główne) wg form opieki (2013–2023)","","","","","","","","","","",""
"Rok","Wartość refundacji świadczeń: łącznie (mln zł)","Wartość refundacji świadczeń: oddziały psychiatryczne (szpitalne) (mln zł)","Wartość refundacji świadczeń: poradnie psychologiczne, psychiatryczne i leczenia uzależnień (mln zł)","Wartość refundacji świadczeń: oddziały dzienne (mln zł)","","","","","","",""
"2013","212.6","130.80000000000001","54.9","19.399999999999999","","","","","","",""
"2014","219.3","134.4","56.3","20.7","","","","","","",""
"2015","223.3","135.9","57.7","21.6","","","","","","",""
"2016","224.4","135.30000000000001","57.7","22.4","","","","","","",""
"2017","239.5","141.69999999999999","60.4","26.6","","","","","","",""
"2018","251.4","150.1","61.3","28","","","","","","",""
"2019","253.3","149.4","63","28.2","","","","","","",""
"2020","214.5","112","70","19.7","","","","","","",""
"2021","243","128.5","74.8","26","","","","","","",""
