"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration"
36,"self-employed","married","secondary","no",1245,"yes","no","unknown",6,"jun",1469
41,"self-employed","married","primary","no",340,"no","no","unknown",6,"jun",37
58,"unknown","single","secondary","no",311,"no","no","unknown",6,"jun",248
40,"entrepreneur","married","tertiary","no",1953,"yes","no","unknown",6,"jun",112
52,"housemaid","married","primary","no",0,"no","no","unknown",6,"jun",235
60,"management","married","primary","no",295,"no","no","unknown",6,"jun",126
31,"services","married","secondary","no",500,"yes","no","unknown",6,"jun",19
54,"self-employed","divorced","tertiary","no",3952,"no","no","unknown",6,"jun",28
39,"admin.","divorced","secondary","no",2610,"no","no","unknown",6,"jun",67
53,"retired","married","primary","no",17,"no","yes","unknown",6,"jun",104
35,"blue-collar","single","secondary","no",1017,"no","no","unknown",6,"jun",53
36,"technician","married","secondary","no",5521,"no","no","unknown",6,"jun",61
40,"admin.","married","secondary","no",3234,"no","no","unknown",6,"jun",82
42,"management","divorced","tertiary","no",0,"no","no","unknown",6,"jun",61
51,"retired","divorced","tertiary","no",126,"no","yes","unknown",6,"jun",152
32,"admin.","married","secondary","no",-1272,"yes","no","unknown",6,"jun",606
42,"blue-collar","married","primary","no",480,"yes","no","unknown",6,"jun",288
59,"blue-collar","married","secondary","no",0,"no","no","unknown",6,"jun",135
44,"self-employed","married","tertiary","no",425,"no","no","unknown",6,"jun",147
35,"services","married","secondary","no",193,"no","yes","unknown",6,"jun",50
55,"blue-collar","married","unknown","no",7561,"no","no","unknown",6,"jun",685
35,"admin.","single","tertiary","no",-162,"yes","yes","unknown",6,"jun",119
40,"admin.","married","secondary","no",947,"no","no","unknown",6,"jun",160
48,"entrepreneur","married","secondary","no",4037,"no","no","unknown",6,"jun",23
42,"blue-collar","married","secondary","no",375,"yes","no","unknown",6,"jun",99
39,"entrepreneur","married","secondary","yes",0,"no","no","unknown",6,"jun",119
37,"housemaid","single","secondary","no",-178,"yes","no","unknown",6,"jun",122
28,"blue-collar","married","secondary","no",822,"yes","no","unknown",6,"jun",209
46,"services","married","secondary","no",2215,"no","no","unknown",6,"jun",222
41,"services","single","secondary","no",260,"no","no","unknown",6,"jun",75
35,"technician","married","tertiary","no",7951,"no","yes","unknown",6,"jun",103
39,"blue-collar","single","secondary","no",1170,"no","no","unknown",6,"jun",383
34,"blue-collar","married","secondary","no",291,"yes","no","unknown",6,"jun",111
39,"technician","single","unknown","no",75,"no","no","unknown",6,"jun",26
48,"management","married","tertiary","no",-1232,"yes","no","unknown",6,"jun",183
37,"self-employed","married","secondary","no",215,"yes","no","unknown",6,"jun",61
52,"unknown","married","primary","no",547,"no","no","unknown",6,"jun",33
37,"blue-collar","married","secondary","no",3574,"yes","no","unknown",6,"jun",117
38,"technician","single","secondary","no",0,"yes","no","unknown",6,"jun",64
36,"student","married","primary","no",3503,"no","no","unknown",6,"jun",31
39,"management","married","tertiary","no",575,"no","no","unknown",6,"jun",109
35,"blue-collar","single","primary","no",3798,"no","no","unknown",6,"jun",19
41,"technician","married","secondary","no",1297,"no","no","unknown",6,"jun",82
50,"management","married","tertiary","no",0,"yes","no","unknown",6,"jun",243
36,"services","divorced","secondary","no",115,"no","no","unknown",6,"jun",201
54,"admin.","divorced","primary","no",0,"no","no","unknown",6,"jun",127
38,"admin.","married","secondary","no",4874,"no","no","unknown",6,"jun",1291
38,"technician","married","secondary","no",4741,"yes","no","unknown",9,"jun",221
53,"retired","divorced","primary","no",2997,"no","no","unknown",9,"jun",162
38,"admin.","married","secondary","no",9618,"yes","no","unknown",9,"jun",214
47,"unemployed","married","secondary","no",2024,"no","no","unknown",9,"jun",169
56,"technician","married","secondary","no",992,"no","no","unknown",9,"jun",123
40,"blue-collar","married","primary","no",676,"no","no","unknown",9,"jun",74
57,"technician","married","secondary","no",93,"no","no","unknown",9,"jun",82
45,"unemployed","married","secondary","no",1603,"no","no","unknown",9,"jun",164
51,"retired","married","primary","no",610,"no","no","unknown",9,"jun",86
45,"services","married","primary","no",60,"no","no","unknown",9,"jun",349
42,"technician","married","secondary","no",6250,"no","no","unknown",9,"jun",107
42,"management","married","primary","no",4362,"no","no","unknown",9,"jun",238
59,"housemaid","married","secondary","no",345,"no","no","unknown",9,"jun",38
43,"services","married","secondary","no",861,"yes","no","unknown",9,"jun",78
57,"services","married","secondary","no",1166,"no","no","unknown",9,"jun",106
53,"unknown","married","secondary","no",16,"no","no","unknown",9,"jun",100
36,"blue-collar","married","unknown","no",3783,"no","no","unknown",9,"jun",113
46,"blue-collar","married","primary","no",1666,"yes","no","unknown",9,"jun",94
47,"retired","married","secondary","no",2383,"no","no","unknown",9,"jun",529
44,"entrepreneur","married","tertiary","no",31,"no","no","unknown",9,"jun",467
45,"technician","married","tertiary","no",1780,"no","no","unknown",9,"jun",464
44,"blue-collar","married","primary","no",2135,"no","no","unknown",9,"jun",61
37,"blue-collar","married","primary","no",351,"no","no","unknown",9,"jun",108
59,"housemaid","married","primary","no",0,"no","no","unknown",9,"jun",332
58,"housemaid","married","tertiary","no",1280,"no","yes","unknown",9,"jun",112
48,"management","married","primary","no",1744,"no","no","unknown",9,"jun",181
42,"management","married","primary","no",0,"no","no","unknown",9,"jun",108
58,"housemaid","married","primary","no",2348,"no","no","unknown",9,"jun",226
37,"unemployed","single","primary","no",1241,"no","no","unknown",9,"jun",60
35,"technician","married","tertiary","no",2518,"no","no","unknown",9,"jun",400
44,"admin.","married","secondary","no",1497,"no","no","unknown",9,"jun",60
35,"management","married","tertiary","no",2308,"no","yes","unknown",9,"jun",540
58,"housemaid","married","primary","no",258,"no","no","unknown",9,"jun",174
41,"admin.","married","secondary","no",176,"no","no","unknown",9,"jun",196
47,"management","married","unknown","no",150,"no","no","unknown",9,"jun",52
35,"self-employed","married","secondary","no",-3,"no","no","unknown",9,"jun",438
46,"housemaid","married","primary","no",39,"no","no","unknown",9,"jun",74
58,"management","divorced","tertiary","no",5,"yes","no","unknown",9,"jun",412
34,"housemaid","married","tertiary","no",5011,"yes","no","unknown",9,"jun",311
45,"retired","divorced","primary","no",261,"no","no","unknown",9,"jun",123
49,"management","divorced","primary","no",49,"no","no","unknown",9,"jun",232
37,"blue-collar","single","primary","no",7027,"no","no","unknown",9,"jun",65
51,"self-employed","married","tertiary","no",150,"no","no","unknown",9,"jun",146
59,"retired","married","unknown","no",1491,"no","no","unknown",9,"jun",157
51,"services","married","secondary","no",-467,"no","no","unknown",9,"jun",216
46,"housemaid","divorced","secondary","no",154,"no","no","unknown",9,"jun",79
25,"services","married","secondary","no",77,"yes","no","unknown",9,"jun",220
38,"services","married","secondary","no",1005,"yes","yes","unknown",9,"jun",152
39,"blue-collar","single","primary","no",1530,"yes","no","unknown",9,"jun",140
37,"admin.","married","secondary","yes",0,"no","no","unknown",9,"jun",89
45,"blue-collar","single","primary","no",4289,"yes","no","unknown",9,"jun",400
40,"blue-collar","single","primary","no",397,"no","no","unknown",9,"jun",163
39,"management","married","tertiary","no",2810,"no","no","unknown",9,"jun",77
40,"services","married","secondary","no",37,"no","no","unknown",9,"jun",356
54,"housemaid","divorced","primary","no",215,"no","yes","unknown",9,"jun",117
35,"admin.","married","secondary","no",5768,"yes","yes","unknown",9,"jun",145
49,"management","divorced","secondary","no",-46,"yes","no","unknown",9,"jun",1055
41,"management","married","secondary","no",5585,"no","no","unknown",9,"jun",772
56,"technician","single","tertiary","no",917,"no","no","unknown",9,"jun",306
39,"management","married","primary","no",1873,"no","no","unknown",9,"jun",161
41,"blue-collar","married","primary","no",16431,"no","no","unknown",9,"jun",139
37,"blue-collar","married","primary","no",178,"yes","yes","unknown",9,"jun",72
52,"housemaid","divorced","primary","no",3899,"no","no","unknown",9,"jun",49
36,"technician","married","secondary","no",300,"no","no","unknown",9,"jun",287
56,"admin.","married","secondary","no",2146,"no","yes","unknown",9,"jun",594
58,"entrepreneur","married","tertiary","no",2920,"yes","no","unknown",9,"jun",136
38,"technician","married","secondary","no",994,"no","no","unknown",9,"jun",119
53,"management","divorced","primary","no",443,"no","no","unknown",9,"jun",422
44,"management","married","tertiary","no",2876,"no","no","unknown",9,"jun",125
53,"retired","single","primary","no",0,"no","no","unknown",9,"jun",114
54,"management","married","tertiary","yes",153,"no","no","unknown",9,"jun",99
39,"blue-collar","married","tertiary","no",10483,"no","no","unknown",9,"jun",218
30,"management","single","tertiary","no",156,"yes","no","unknown",9,"jun",174
47,"blue-collar","married","primary","no",214,"yes","yes","unknown",9,"jun",168
39,"housemaid","married","secondary","no",633,"no","no","unknown",9,"jun",233
35,"housemaid","married","secondary","no",14000,"no","no","unknown",9,"jun",121
41,"housemaid","married","primary","no",884,"no","no","unknown",9,"jun",322
58,"retired","married","secondary","no",630,"no","no","unknown",9,"jun",443
39,"unemployed","married","primary","no",7372,"no","no","unknown",9,"jun",76
36,"management","divorced","tertiary","no",7821,"no","no","unknown",9,"jun",217
57,"housemaid","married","primary","no",0,"no","no","unknown",9,"jun",257
50,"services","married","secondary","no",1595,"no","no","unknown",9,"jun",882
47,"management","married","unknown","no",1046,"no","no","unknown",9,"jun",83
38,"blue-collar","married","secondary","no",0,"yes","no","unknown",9,"jun",254
50,"housemaid","married","secondary","no",1484,"no","no","unknown",9,"jun",213
44,"technician","married","secondary","no",11016,"no","no","unknown",9,"jun",252
57,"unemployed","married","primary","no",0,"no","no","unknown",9,"jun",540
56,"blue-collar","married","primary","no",547,"no","no","unknown",9,"jun",84
38,"management","single","secondary","no",53,"no","no","unknown",9,"jun",280
57,"blue-collar","married","primary","no",179,"no","no","unknown",9,"jun",230
53,"technician","divorced","secondary","yes",-896,"no","yes","unknown",9,"jun",452
42,"self-employed","married","secondary","no",13242,"no","no","unknown",9,"jun",149
38,"blue-collar","married","primary","no",2569,"no","no","unknown",9,"jun",172
50,"retired","single","primary","no",208,"no","no","unknown",9,"jun",51
49,"retired","single","primary","no",505,"no","no","unknown",9,"jun",35
39,"blue-collar","married","secondary","no",5201,"no","no","unknown",9,"jun",317
49,"services","married","secondary","no",3169,"no","no","unknown",9,"jun",626
31,"management","single","tertiary","no",499,"yes","no","unknown",9,"jun",122
48,"management","divorced","secondary","no",635,"no","no","unknown",9,"jun",236
47,"technician","married","tertiary","no",4568,"no","no","unknown",9,"jun",100
56,"management","married","secondary","no",819,"no","no","unknown",9,"jun",55
39,"blue-collar","divorced","secondary","no",2601,"no","no","unknown",9,"jun",70
55,"management","married","secondary","no",8592,"no","no","unknown",9,"jun",255
39,"self-employed","married","secondary","no",235,"no","no","unknown",9,"jun",217
36,"management","married","primary","no",22856,"no","no","unknown",9,"jun",1098
38,"blue-collar","single","unknown","no",840,"no","no","unknown",9,"jun",176
45,"housemaid","married","primary","no",1100,"no","no","unknown",9,"jun",331
43,"management","single","tertiary","no",1046,"no","no","unknown",9,"jun",901
47,"technician","single","secondary","no",361,"no","no","unknown",9,"jun",123
59,"retired","married","secondary","no",1173,"no","no","unknown",9,"jun",77
60,"management","married","unknown","no",2508,"no","no","unknown",9,"jun",91
45,"retired","single","tertiary","no",212,"no","no","unknown",9,"jun",63
39,"blue-collar","married","primary","no",0,"no","no","unknown",9,"jun",173
36,"services","married","primary","no",179,"no","no","unknown",9,"jun",411
47,"technician","married","secondary","no",10179,"yes","no","unknown",9,"jun",179
57,"technician","divorced","secondary","no",164,"no","no","unknown",9,"jun",139
43,"technician","single","secondary","no",1462,"no","no","unknown",9,"jun",75
49,"blue-collar","married","primary","no",902,"no","no","unknown",9,"jun",210
58,"self-employed","divorced","tertiary","no",1382,"no","no","unknown",9,"jun",700
59,"retired","divorced","tertiary","no",1197,"yes","no","unknown",9,"jun",329
45,"technician","married","primary","no",-322,"no","no","unknown",9,"jun",225
54,"entrepreneur","married","secondary","no",0,"no","no","unknown",9,"jun",96
60,"housemaid","divorced","primary","no",1190,"no","no","unknown",9,"jun",166
38,"technician","married","secondary","no",6975,"no","no","unknown",9,"jun",186
45,"blue-collar","married","secondary","no",2152,"no","no","unknown",9,"jun",92
51,"admin.","married","unknown","no",3558,"yes","no","unknown",9,"jun",80
55,"technician","single","unknown","no",776,"no","no","unknown",9,"jun",67
53,"management","married","primary","no",2096,"no","no","unknown",9,"jun",104
50,"technician","married","tertiary","no",3117,"no","no","unknown",9,"jun",174
38,"blue-collar","married","secondary","no",2423,"yes","no","unknown",9,"jun",37
57,"blue-collar","married","secondary","no",5553,"no","yes","unknown",9,"jun",589
58,"housemaid","married","primary","no",422,"no","no","unknown",9,"jun",183
53,"blue-collar","married","secondary","no",1626,"no","no","unknown",9,"jun",151
40,"admin.","married","tertiary","no",10035,"no","no","unknown",9,"jun",29
46,"housemaid","married","primary","no",103,"no","no","unknown",9,"jun",186
36,"technician","married","secondary","no",26,"no","no","unknown",9,"jun",73
48,"services","married","secondary","no",533,"no","no","unknown",9,"jun",63
35,"management","married","tertiary","no",1012,"no","no","unknown",9,"jun",105
59,"blue-collar","divorced","primary","no",1320,"no","no","unknown",9,"jun",522
45,"services","married","secondary","no",-1036,"yes","no","unknown",9,"jun",65
36,"entrepreneur","married","unknown","no",60,"no","no","unknown",9,"jun",557
51,"technician","married","tertiary","no",1057,"no","no","unknown",9,"jun",149
52,"housemaid","married","secondary","no",3034,"no","no","unknown",9,"jun",206
36,"blue-collar","single","unknown","no",2054,"no","no","unknown",9,"jun",378
38,"management","married","secondary","no",-104,"yes","no","unknown",9,"jun",100
42,"technician","married","secondary","no",0,"no","no","unknown",9,"jun",81
55,"management","married","primary","no",229,"no","yes","unknown",9,"jun",175
38,"management","married","secondary","no",-323,"yes","no","unknown",9,"jun",250
49,"management","married","secondary","no",0,"no","no","unknown",9,"jun",156
37,"blue-collar","married","primary","no",1021,"no","no","unknown",9,"jun",173
47,"blue-collar","married","secondary","no",-423,"no","no","unknown",9,"jun",127
38,"technician","single","tertiary","no",1619,"no","no","unknown",9,"jun",324
37,"blue-collar","single","primary","no",5473,"no","yes","unknown",9,"jun",198
46,"admin.","single","secondary","no",9326,"no","yes","unknown",9,"jun",105
57,"housemaid","married","primary","no",473,"no","no","unknown",9,"jun",87
60,"management","married","primary","no",4895,"no","no","unknown",9,"jun",313
53,"blue-collar","divorced","primary","no",4222,"no","no","unknown",9,"jun",112
46,"housemaid","married","primary","no",75,"no","no","unknown",9,"jun",302
36,"management","married","tertiary","no",669,"no","no","unknown",9,"jun",91
56,"services","divorced","secondary","no",450,"no","no","unknown",9,"jun",47
52,"management","divorced","secondary","no",944,"no","yes","unknown",9,"jun",119
50,"entrepreneur","married","tertiary","no",861,"no","no","unknown",9,"jun",117
44,"management","married","tertiary","no",349,"no","no","unknown",9,"jun",58
37,"entrepreneur","married","unknown","no",1134,"yes","no","unknown",9,"jun",142
45,"blue-collar","married","primary","no",665,"no","no","unknown",9,"jun",183
42,"housemaid","divorced","secondary","no",314,"no","no","unknown",9,"jun",249
35,"admin.","married","secondary","no",1035,"yes","yes","unknown",9,"jun",274
52,"admin.","married","secondary","no",1004,"yes","no","unknown",9,"jun",144
51,"housemaid","divorced","primary","no",3982,"no","no","unknown",9,"jun",23
47,"admin.","married","secondary","no",533,"no","yes","unknown",9,"jun",128
38,"technician","married","primary","no",217,"yes","no","unknown",9,"jun",491
45,"blue-collar","married","primary","no",900,"yes","no","unknown",9,"jun",213
58,"management","married","secondary","no",835,"no","no","unknown",9,"jun",164
45,"admin.","married","secondary","no",967,"no","no","unknown",9,"jun",63
52,"retired","married","secondary","no",603,"no","yes","unknown",9,"jun",79
36,"blue-collar","single","secondary","no",284,"no","no","unknown",9,"jun",114
37,"unknown","married","unknown","no",1699,"no","no","unknown",9,"jun",63
36,"admin.","single","secondary","no",13698,"no","no","unknown",9,"jun",136
57,"housemaid","divorced","primary","no",0,"no","no","unknown",9,"jun",97
45,"housemaid","married","tertiary","no",0,"no","no","unknown",9,"jun",100
47,"admin.","divorced","secondary","no",-364,"yes","yes","unknown",9,"jun",240
40,"technician","married","tertiary","no",2946,"no","no","unknown",9,"jun",78
48,"blue-collar","divorced","primary","no",183,"no","no","unknown",9,"jun",940
39,"housemaid","married","primary","no",267,"no","no","unknown",9,"jun",1151
52,"retired","married","primary","no",537,"no","no","unknown",9,"jun",85
52,"housemaid","married","primary","no",5137,"no","no","unknown",9,"jun",199
37,"admin.","married","secondary","no",1093,"no","no","unknown",9,"jun",160
51,"blue-collar","married","primary","no",0,"no","no","unknown",9,"jun",166
55,"management","married","secondary","no",190,"no","no","unknown",9,"jun",271
40,"unemployed","married","primary","no",400,"no","no","unknown",9,"jun",317
44,"services","divorced","secondary","no",20,"no","no","unknown",9,"jun",98
52,"unemployed","married","secondary","no",-9,"no","no","unknown",9,"jun",123
37,"admin.","married","secondary","no",439,"no","no","unknown",9,"jun",321
57,"blue-collar","married","primary","no",0,"no","no","unknown",9,"jun",73
35,"services","divorced","secondary","no",305,"no","no","unknown",9,"jun",327
36,"management","married","tertiary","no",2823,"no","no","unknown",9,"jun",411
36,"blue-collar","married","secondary","no",561,"yes","no","unknown",9,"jun",198
40,"technician","divorced","secondary","no",-1,"no","no","unknown",9,"jun",24
41,"technician","single","tertiary","no",1104,"no","no","unknown",9,"jun",352
60,"retired","married","tertiary","no",2261,"no","no","unknown",9,"jun",245
55,"housemaid","married","primary","no",2603,"no","no","unknown",9,"jun",559
44,"management","single","secondary","no",1012,"no","no","unknown",9,"jun",440
42,"management","single","tertiary","no",1206,"no","no","unknown",9,"jun",136
38,"housemaid","divorced","primary","no",359,"no","no","unknown",9,"jun",242
35,"services","married","secondary","no",8412,"no","no","unknown",9,"jun",479
54,"management","married","tertiary","no",2226,"yes","no","unknown",9,"jun",514
56,"management","married","primary","no",1172,"no","no","unknown",9,"jun",91
40,"services","married","unknown","no",88,"yes","no","unknown",9,"jun",78
42,"admin.","married","secondary","no",1030,"no","no","unknown",9,"jun",148
57,"unemployed","married","primary","no",7880,"no","no","unknown",9,"jun",318
47,"services","single","secondary","no",3644,"no","no","unknown",9,"jun",83
45,"admin.","single","secondary","no",276,"no","yes","unknown",9,"jun",346
57,"entrepreneur","married","primary","no",1153,"yes","yes","unknown",9,"jun",238
41,"unemployed","married","tertiary","no",1666,"no","no","unknown",9,"jun",291
43,"services","divorced","secondary","no",5571,"no","no","unknown",9,"jun",149
60,"retired","married","primary","no",17413,"no","no","unknown",9,"jun",200
60,"blue-collar","married","primary","no",4903,"no","yes","unknown",9,"jun",290
37,"blue-collar","married","primary","no",4997,"no","no","unknown",9,"jun",172
56,"services","married","secondary","no",4309,"yes","no","unknown",9,"jun",465
57,"housemaid","married","primary","no",3570,"no","no","unknown",9,"jun",233
40,"entrepreneur","married","tertiary","no",3571,"no","no","unknown",9,"jun",222
39,"management","single","tertiary","no",3281,"no","no","unknown",9,"jun",90
37,"services","married","secondary","no",718,"no","yes","unknown",9,"jun",215
41,"technician","married","secondary","no",90,"no","no","unknown",9,"jun",171
49,"housemaid","married","secondary","no",81,"no","yes","unknown",9,"jun",493
57,"management","married","primary","no",595,"no","no","unknown",9,"jun",188
50,"management","married","primary","no",791,"no","no","unknown",9,"jun",17
48,"technician","married","secondary","no",5,"no","no","unknown",9,"jun",65
41,"services","married","primary","no",510,"no","no","unknown",9,"jun",316
59,"management","married","secondary","no",1321,"no","no","unknown",9,"jun",3881
36,"admin.","single","tertiary","no",3819,"no","no","unknown",9,"jun",398
47,"management","married","primary","no",835,"no","no","unknown",9,"jun",137
56,"blue-collar","divorced","primary","no",3021,"no","no","unknown",9,"jun",419
41,"admin.","married","secondary","no",0,"yes","no","unknown",9,"jun",65
43,"blue-collar","married","primary","no",547,"no","yes","unknown",9,"jun",96
37,"admin.","married","primary","no",3913,"yes","no","unknown",9,"jun",76
37,"technician","single","secondary","yes",375,"no","no","unknown",9,"jun",223
52,"blue-collar","married","primary","no",2,"no","no","unknown",9,"jun",70
39,"management","divorced","tertiary","no",3261,"yes","no","unknown",9,"jun",150
51,"admin.","divorced","secondary","no",2717,"no","no","unknown",9,"jun",559
38,"technician","divorced","tertiary","no",1805,"no","no","unknown",9,"jun",952
35,"admin.","married","secondary","no",-521,"no","yes","unknown",9,"jun",71
48,"management","married","unknown","no",598,"no","no","unknown",9,"jun",152
58,"blue-collar","married","secondary","no",25,"no","no","unknown",9,"jun",486
51,"management","married","secondary","no",0,"no","no","unknown",9,"jun",224
45,"technician","married","secondary","no",546,"yes","yes","unknown",9,"jun",152
26,"blue-collar","single","primary","no",535,"yes","no","unknown",9,"jun",21
40,"blue-collar","married","secondary","no",2932,"yes","no","unknown",9,"jun",22
35,"blue-collar","married","secondary","no",4,"no","no","unknown",9,"jun",130
49,"management","married","secondary","no",321,"no","no","unknown",9,"jun",135
50,"blue-collar","married","primary","no",0,"no","no","unknown",9,"jun",199
37,"self-employed","divorced","secondary","no",3467,"no","no","unknown",9,"jun",185
37,"services","married","secondary","no",651,"no","no","unknown",9,"jun",220
34,"entrepreneur","married","tertiary","no",4343,"no","no","unknown",9,"jun",85
56,"blue-collar","married","primary","no",197,"no","no","unknown",9,"jun",258
39,"housemaid","divorced","secondary","no",7783,"no","no","unknown",9,"jun",108
59,"housemaid","married","primary","no",5501,"no","no","unknown",9,"jun",172
36,"services","married","secondary","no",136,"no","no","unknown",9,"jun",244
25,"blue-collar","single","primary","no",116,"yes","no","unknown",9,"jun",253
40,"unemployed","single","secondary","no",6,"no","no","unknown",9,"jun",134
38,"blue-collar","single","secondary","no",93,"no","no","unknown",9,"jun",92
49,"housemaid","married","secondary","no",3812,"no","no","unknown",9,"jun",121
39,"admin.","divorced","secondary","no",765,"no","no","unknown",9,"jun",155
37,"blue-collar","married","secondary","no",427,"yes","yes","unknown",9,"jun",371
43,"services","single","secondary","no",532,"yes","no","unknown",9,"jun",216
41,"technician","single","secondary","no",0,"no","no","unknown",9,"jun",229
35,"admin.","married","secondary","no",2897,"no","no","unknown",9,"jun",243
41,"entrepreneur","single","secondary","no",3216,"no","no","unknown",9,"jun",718
52,"blue-collar","married","secondary","no",-519,"yes","no","unknown",9,"jun",442
56,"management","divorced","tertiary","no",1016,"yes","no","unknown",9,"jun",184
58,"blue-collar","married","secondary","no",535,"no","no","unknown",9,"jun",189
56,"management","divorced","primary","no",7496,"no","no","unknown",9,"jun",164
57,"blue-collar","married","primary","no",831,"no","no","unknown",9,"jun",166
46,"technician","married","secondary","no",399,"yes","no","unknown",9,"jun",699
38,"blue-collar","married","primary","no",3289,"no","no","unknown",9,"jun",553
36,"self-employed","single","tertiary","no",4844,"no","no","unknown",9,"jun",1137
49,"technician","married","secondary","no",378,"no","no","unknown",9,"jun",189
49,"housemaid","married","primary","no",3376,"no","no","unknown",9,"jun",119
52,"entrepreneur","married","tertiary","no",1115,"yes","no","unknown",9,"jun",124
40,"blue-collar","married","primary","no",48,"no","no","unknown",9,"jun",100
46,"services","married","tertiary","no",474,"no","no","unknown",9,"jun",445
42,"technician","married","secondary","no",8036,"no","no","unknown",9,"jun",948
38,"admin.","married","primary","no",1487,"no","no","unknown",9,"jun",332
39,"blue-collar","married","secondary","no",138,"no","no","unknown",9,"jun",61
35,"services","married","secondary","no",-489,"yes","no","unknown",9,"jun",90
38,"admin.","married","secondary","no",272,"yes","yes","unknown",9,"jun",174
40,"management","married","secondary","no",-63,"no","no","unknown",9,"jun",248
58,"retired","divorced","primary","no",593,"no","yes","unknown",9,"jun",204
25,"admin.","single","secondary","no",66,"yes","no","unknown",9,"jun",271
57,"services","divorced","primary","no",1367,"no","no","unknown",9,"jun",144
35,"unemployed","married","primary","no",859,"no","no","unknown",9,"jun",330
39,"blue-collar","single","primary","no",2,"yes","no","unknown",9,"jun",259
41,"management","single","tertiary","no",1113,"yes","yes","unknown",9,"jun",388
57,"housemaid","married","secondary","no",992,"no","no","unknown",9,"jun",329
35,"blue-collar","married","secondary","no",3015,"yes","no","unknown",9,"jun",753
32,"student","single","unknown","no",2313,"yes","no","unknown",9,"jun",99
54,"retired","single","primary","no",767,"no","no","unknown",9,"jun",42
40,"technician","divorced","secondary","no",2394,"no","no","unknown",9,"jun",75
39,"services","married","secondary","no",1367,"yes","no","unknown",9,"jun",53
61,"retired","married","secondary","no",173,"no","no","unknown",9,"jun",182
59,"management","married","tertiary","no",2020,"no","yes","unknown",9,"jun",250
40,"admin.","divorced","secondary","no",90,"yes","no","unknown",9,"jun",511
53,"management","married","secondary","no",2522,"no","no","unknown",9,"jun",478
46,"blue-collar","married","primary","no",10333,"yes","no","unknown",9,"jun",579
45,"blue-collar","married","primary","no",408,"no","no","unknown",9,"jun",253
35,"housemaid","single","unknown","no",4378,"no","no","unknown",9,"jun",376
48,"entrepreneur","married","unknown","no",3233,"no","no","unknown",9,"jun",66
35,"blue-collar","single","primary","no",-269,"yes","no","unknown",9,"jun",96
50,"housemaid","married","primary","no",3056,"no","no","unknown",9,"jun",95
45,"housemaid","married","secondary","no",513,"no","no","unknown",9,"jun",126
39,"blue-collar","married","primary","no",1387,"no","no","unknown",9,"jun",52
44,"self-employed","married","tertiary","no",3295,"no","no","unknown",9,"jun",138
38,"blue-collar","divorced","secondary","no",157,"no","no","unknown",9,"jun",299
38,"services","single","secondary","no",1076,"no","no","unknown",9,"jun",69
41,"management","married","tertiary","no",36,"no","no","unknown",9,"jun",44
52,"management","married","primary","no",48,"no","no","unknown",9,"jun",135
49,"blue-collar","married","secondary","no",59,"yes","no","unknown",9,"jun",154
38,"blue-collar","married","secondary","no",1116,"no","no","unknown",9,"jun",80
35,"services","married","secondary","no",0,"no","no","unknown",9,"jun",115
39,"management","married","primary","no",0,"no","no","unknown",11,"jun",308
39,"blue-collar","single","secondary","no",16917,"no","no","unknown",11,"jun",129
54,"retired","married","secondary","no",1851,"no","no","unknown",11,"jun",296
59,"admin.","married","unknown","no",0,"no","no","unknown",11,"jun",242
35,"blue-collar","single","secondary","no",406,"yes","no","unknown",11,"jun",126
28,"admin.","single","secondary","no",267,"yes","no","unknown",11,"jun",198
49,"blue-collar","married","secondary","no",55,"no","no","unknown",11,"jun",112
47,"retired","married","primary","no",1464,"no","no","unknown",11,"jun",180
38,"self-employed","single","secondary","no",4056,"no","no","unknown",11,"jun",69
43,"technician","divorced","secondary","no",-191,"no","no","unknown",11,"jun",76
47,"technician","divorced","secondary","no",450,"no","no","unknown",11,"jun",40
57,"self-employed","married","unknown","no",964,"no","no","unknown",11,"jun",70
42,"entrepreneur","married","tertiary","no",5345,"no","no","unknown",11,"jun",878
41,"services","married","secondary","no",0,"yes","no","unknown",11,"jun",62
39,"blue-collar","single","secondary","no",653,"no","no","unknown",11,"jun",54
37,"management","married","tertiary","no",1393,"no","yes","unknown",11,"jun",129
41,"admin.","single","secondary","no",812,"no","yes","unknown",11,"jun",583
38,"admin.","single","secondary","no",4023,"no","no","unknown",11,"jun",339
37,"management","single","secondary","no",235,"no","no","unknown",11,"jun",27
55,"admin.","married","secondary","no",994,"no","no","unknown",11,"jun",490
36,"blue-collar","married","primary","no",409,"yes","no","unknown",11,"jun",81
47,"blue-collar","married","primary","no",4157,"no","no","unknown",11,"jun",90
48,"services","married","secondary","no",11516,"no","no","unknown",11,"jun",399
48,"entrepreneur","married","secondary","no",568,"no","no","unknown",11,"jun",148
45,"blue-collar","married","primary","no",13117,"no","no","unknown",11,"jun",42
44,"management","married","tertiary","no",13893,"no","no","unknown",11,"jun",29
42,"admin.","married","secondary","no",105,"no","no","unknown",11,"jun",1159
54,"retired","married","primary","no",1379,"no","no","unknown",11,"jun",136
36,"management","married","tertiary","no",1604,"yes","no","unknown",11,"jun",47
50,"management","married","tertiary","no",396,"no","no","unknown",11,"jun",62
49,"retired","married","primary","no",3478,"no","no","unknown",11,"jun",484
48,"technician","married","secondary","no",1637,"yes","no","unknown",11,"jun",305
53,"retired","single","secondary","no",1846,"no","no","unknown",11,"jun",95
